2.208287	-0.357459	1.000000	
-3.223791	-0.832623	-1.000000	
-2.285363	-0.520775	-1.000000	
2.565906	-0.456137	1.000000	
-0.979234	1.913094	-1.000000	
-2.389694	-2.358041	-1.000000	
-2.652054	-1.866190	-1.000000	
0.683886	-1.883523	1.000000	
1.154997	-1.465108	1.000000	
3.348935	0.365574	1.000000	
2.987531	0.346268	1.000000	
1.700014	-0.555228	1.000000	
1.980124	0.139488	1.000000	
0.978690	-1.633039	1.000000	
2.593800	0.862643	1.000000	
-2.251246	-0.353172	-1.000000	
1.557428	-1.383201	1.000000	
-2.597244	-1.826710	-1.000000	
-2.886051	-1.337213	-1.000000	
1.325410	0.845017	1.000000	
1.837022	-0.151031	1.000000	
-3.667084	-2.656341	-1.000000	
-1.096365	0.149693	-1.000000	
-2.971056	-2.411501	-1.000000	
-2.465852	-0.235159	-1.000000	
-2.394111	0.351272	-1.000000	
1.515098	-0.965912	1.000000	
2.158202	-0.966015	1.000000	
-1.713482	-0.251601	-1.000000	
-2.913806	-2.850934	-1.000000	
1.705200	-0.789277	1.000000	
3.421766	0.864792	1.000000	
-1.762714	1.500557	-1.000000	
-2.955547	0.049390	-1.000000	
2.717396	1.466253	1.000000	
-2.359607	-1.360212	-1.000000	
2.573551	0.246011	1.000000	
-2.515645	-1.120265	-1.000000	
0.678309	-3.889064	1.000000	
1.629286	-0.451862	1.000000	
-1.484039	-0.211054	-1.000000	
-3.791016	-0.954143	-1.000000	
-2.843098	-0.847371	-1.000000	
-2.170293	1.091531	-1.000000	
-2.422544	-2.382615	-1.000000	
-3.703473	-3.821757	-1.000000	
-2.392575	2.190457	-1.000000	
-1.311822	-1.069374	-1.000000	
2.844847	1.022544	1.000000	
1.123290	-0.470348	1.000000	
0.459137	-2.125968	1.000000	
4.034205	1.542917	1.000000	
-0.934692	0.334676	-1.000000	
-0.531720	2.098752	-1.000000	
1.579150	-1.497762	1.000000	
-3.052029	0.297103	-1.000000	
0.259368	-0.931559	1.000000	
2.223190	0.019637	1.000000	
1.695683	-0.067089	1.000000	
3.783554	2.380405	1.000000	
-0.742719	1.599089	-1.000000	
-3.034314	-1.068352	-1.000000	
-2.603808	-0.125287	-1.000000	
-3.444958	-3.611816	-1.000000	
2.045444	-0.443405	1.000000	
3.128574	0.859356	1.000000	
0.690041	-0.852001	1.000000	
2.055697	0.696273	1.000000	
-2.772761	-1.353757	-1.000000	
-2.989774	-1.698669	-1.000000	
-2.376270	-1.554052	-1.000000	
2.696921	1.840741	1.000000	
1.808514	0.574293	1.000000	
0.758408	0.621123	-1.000000	
0.087100	-2.424081	1.000000	
-1.965351	0.714902	-1.000000	
-2.455455	-0.864560	-1.000000	
2.242510	2.271935	1.000000	
3.768713	1.966209	1.000000	
1.781191	-1.035869	1.000000	
3.428376	4.010583	1.000000	
1.126828	0.854183	1.000000	
-3.438612	-2.229961	-1.000000	
-1.677236	1.302989	-1.000000	
-0.457661	2.454553	-1.000000	
-1.253217	0.094550	-1.000000	
3.631693	-0.584668	1.000000	
1.325739	-1.474299	1.000000	
-2.468865	-0.954717	-1.000000	
0.373049	-0.744924	1.000000	
-2.724934	-1.931014	-1.000000	
2.315489	1.487273	1.000000	
-1.004495	0.396042	-1.000000	
-2.633016	-2.421408	-1.000000	
0.892135	-3.181581	1.000000	
-2.142382	-1.194070	-1.000000	
1.429072	4.755911	-1.000000	
-1.470911	-0.587141	-1.000000	
2.857367	0.926472	1.000000	
2.209276	-0.856140	1.000000	
0.636235	-1.853421	1.000000	
-1.609996	1.717916	-1.000000	
1.825889	-0.367680	1.000000	
-1.300348	0.535824	-1.000000	
1.234706	1.175943	1.000000	
-2.958675	-2.503623	-1.000000	
-3.104957	-0.401067	-1.000000	
-3.257189	0.883429	-1.000000	
1.748296	-2.783532	1.000000	
-2.858730	-1.187591	-1.000000	
2.776790	1.009201	1.000000	
-3.020057	-1.590170	-1.000000	
-2.758262	-0.589067	-1.000000	
2.254778	-0.419287	1.000000	
3.959366	2.400563	1.000000	
0.042104	1.919803	-1.000000	
-2.036118	0.639606	-1.000000	
0.879784	-0.726036	1.000000	
-2.004450	-0.741610	-1.000000	
1.695901	-1.279977	1.000000	
1.083409	-1.833836	1.000000	
-0.910787	-0.004560	-1.000000	
1.781328	-1.148702	1.000000	
-1.977490	0.922950	-1.000000	
-3.231551	-2.366104	-1.000000	
-1.613525	0.913540	-1.000000	
3.775281	3.594941	1.000000	
-2.147825	2.515202	-1.000000	
2.357556	-0.453303	1.000000	
2.101682	1.621048	1.000000	
2.583247	1.999725	1.000000	
-0.701349	3.523552	-1.000000	
-2.996146	-1.187950	-1.000000	
2.993353	1.271228	1.000000	
-1.773598	1.032358	-1.000000	
-1.806425	0.713270	-1.000000	
4.134091	2.962575	1.000000	
-0.379995	0.272405	-1.000000	
2.601370	1.032435	1.000000	
